1,en,en/1.wav,16000,THE CITY'S SKYLINE LOOKS BEAUTIFUL WHEN VIEWED FROM AFAR.
2,en,en/2.wav,16000,THE WATERFALL IS THUNDERING AND SPRAYING MIST INTO THE AIR.
3,en,en/3.wav,16000,THE GARDEN IS FILLED WITH COLORFUL FLOWERS AND BUTTERFLIES.
4,en,en/4.wav,16000,THE TRAIN IS RUMBLING ALONG THE TRACKS AND WHISTLING.
5,en,en/5.wav,16000,I'M SAVORING THE TASTE OF A DELICIOUS DESSERT.
6,en,en/6.wav,16000,THE CLOUDS ARE DRIFTING ACROSS THE SKY LIKE GIANT COTTON BALLS.
7,en,en/7.wav,16000,THE WIND IS WHIPPING MY HAIR AROUND AND MAKING ME FEEL ALIVE.
8,en,en/8.wav,16000,THE CITY STREETS ARE LIT UP WITH BRIGHT LIGHTS AND NEON SIGNS.
9,en,en/9.wav,16000,I'M HIKING IN THE MOUNTAINS AND TAKING IN THE STUNNING VIEWS.
10,en,en/10.wav,16000,THE CICADAS ARE CHIRPING LOUDLY IN THE SUMMER HEAT.
11,en,en/11.wav,16000,THE WAVES ARE CRASHING AGAINST THE SHORE AND SPRAYING MY FACE.
12,en,en/12.wav,16000,THE FRESHLY CUT GRASS HAS A WONDERFUL SCENT THAT REMINDS ME OF SUMMER.
13,en,en/13.wav,16000,I'M WANDERING THROUGH THE MUSEUM AND ADMIRING THE ARTWORK.
14,en,en/14.wav,16000,THE MOUNTAIN PEAKS ARE SHROUDED IN MYSTERY AND MAJESTY.
15,en,en/15.wav,16000,THE STARS ARE TWINKLING BRIGHTLY IN THE NIGHT SKY.
16,en,en/16.wav,16000,THE FIREWORKS ARE LIGHTING UP THE NIGHT IN A BLAZE OF COLOR.
17,en,en/17.wav,16000,I'M PRACTICING YOGA AND FEELING CENTERED AND CALM.
18,en,en/18.wav,16000,THE AUTUMN LEAVES ARE CRUNCHING BENEATH MY FEET AS I WALK.
19,en,en/19.wav,16000,THE OCEAN IS STRETCHING OUT TO THE HORIZON AND FILLED WITH LIFE.
20,en,en/20.wav,16000,I'M ENJOYING A QUIET MOMENT OF REFLECTION AND GRATITUDE.
21,en,en/21.wav,16000,THE CITY SKYLINE IS IMPRESSIVE AND STRETCHES OUT FOR MILES.
22,en,en/22.wav,16000,THE SOUND OF TRAFFIC AND HONKING HORNS FILLS THE AIR.
23,en,en/23.wav,16000,PEOPLE ARE HURRYING TO AND FRO ON THE BUSY STREETS.
24,en,en/24.wav,16000,THE CITY PARK IS A WELCOME OASIS AMIDST THE CONCRETE JUNGLE.
25,en,en/25.wav,16000,THE FOOD TRUCKS ARE SERVING UP DELICIOUS STREET FOOD.
26,en,en/26.wav,16000,THE SKYSCRAPERS ARE TOWERING OVERHEAD LIKE GIANT MONOLITHS.
27,en,en/27.wav,16000,THERE IS A BUZZ OF ACTIVITY AND ENERGY IN THE CITY THAT IS INFECTIOUS.
28,en,en/28.wav,16000,THE CITY'S ARCHITECTURE IS A BLEND OF OLD AND NEW CREATING A UNIQUE AESTHETIC.
29,en,en/29.wav,16000,THE NIGHTLIFE IN THE CITY IS VIBRANT AND LIVELY.
30,en,en/30.wav,16000,THE CITY IS A CONSTANT SOURCE OF INSPIRATION AND STIMULATION.
